pos,transaction,date,amount
33618a,201903230198,2019-03-23 15:32:06,22.12
33618a,201903230199,2019-03-23 15:33:14,4.99
33618a,201903230200,2019-03-23 15:33:35,6.99
33618a,201903230201,2019-03-23 15:38:17,79.18
33618a,201903230202,2019-03-23 15:41:54,27.27
33618a,201903230203,2019-03-23 15:44:29,87.95
33618a,201903230204,2019-03-23 15:45:11,5.0
33618a,201903230205,2019-03-23 15:45:29,16.98
33618a,201903230206,2019-03-23 15:47:22,6.99
33618a,201903230207,2019-03-23 15:48:45,4.99
33618a,201903230208,2019-03-23 15:49:46,15.97
33618a,201903230209,2019-03-23 15:50:36,9.19
33618a,201903230210,2019-03-23 15:51:02,4.99
33618a,201903230211,2019-03-23 15:54:05,1.99
33618a,201903230212,2019-03-23 15:54:35,1.5
33618a,201903230213,2019-03-23 15:56:16,49.96
33618a,201903230214,2019-03-23 15:57:52,7.0
33618a,201903230215,2019-03-23 15:58:19,7.99
33618a,201903230216,2019-03-23 15:58:44,6.99
33618a,201903230217,2019-03-23 15:59:31,7.99
33618a,201903230218,2019-03-23 16:00:13,6.98
33618a,201903230219,2019-03-23 16:02:24,21.97
33618a,201903230220,2019-03-23 16:03:29,4.99
33618a,201903230221,2019-03-23 16:04:45,13.47
33618a,201903230222,2019-03-23 16:05:11,4.99
33618a,201903230223,2019-03-23 16:05:57,11.98
33618a,201903230224,2019-03-23 16:06:28,3.99
33618a,201903230225,2019-03-23 16:09:29,59.22
33618a,201903230226,2019-03-23 16:10:00,-4.99
33618a,201903230227,2019-03-23 16:11:16,4.99
33618a,201903230228,2019-03-23 16:11:41,3.98
33618a,201903230229,2019-03-23 16:12:47,18.29
33618a,201903230230,2019-03-23 16:13:46,4.99
33618a,201903230231,2019-03-23 16:19:36,21.15
33618a,201903230232,2019-03-23 16:20:27,8.98
33618a,201903230233,2019-03-23 16:20:40,3.19
33618a,201903230234,2019-03-23 16:21:00,1.99
33618a,201903230235,2019-03-23 16:22:20,15.17
33618a,201903230236,2019-03-23 16:24:04,6.98
33618a,201903230237,2019-03-23 16:24:35,3.99
33618a,201903230238,2019-03-23 16:25:48,4.99
33618a,201903230239,2019-03-23 16:26:46,3.99
33618a,201903230240,2019-03-23 16:27:47,12.97
33618a,201903230241,2019-03-23 16:29:52,25.18
33618a,201903230242,2019-03-23 16:30:12,2.99
33618a,201903230243,2019-03-23 16:31:26,2.0
33618a,201903230244,2019-03-23 16:33:58,34.96
33618a,201903230245,2019-03-23 16:34:32,7.99
33618a,201903230246,2019-03-23 16:35:19,36.93
33618a,201903230247,2019-03-23 16:37:05,9.99
33618a,201903230248,2019-03-23 16:37:41,9.98
33618a,201903230249,2019-03-23 16:38:09,6.99
33618a,201903230250,2019-03-23 16:42:28,5.99
33618a,201903230251,2019-03-23 16:43:00,9.99
33618a,201903230252,2019-03-23 16:44:03,2.99
33618a,201903230253,2019-03-23 16:45:32,14.99
33618a,201903230254,2019-03-23 16:45:49,3.99
33618a,201903230255,2019-03-23 16:46:09,1.99
33618a,201903230256,2019-03-23 16:47:27,7.98
33618a,201903230257,2019-03-23 16:48:33,6.18
33618a,201903230258,2019-03-23 16:49:14,28.16
33618a,201903230259,2019-03-23 16:50:06,34.14
33618a,201903230260,2019-03-23 16:50:50,30.14
33618a,201903230261,2019-03-23 16:51:19,9.98
33618a,201903230262,2019-03-23 16:52:18,29.99
33618a,201903230263,2019-03-23 16:56:39,22.98
33618a,201903230264,2019-03-23 16:58:01,29.99
33618a,201903230265,2019-03-23 17:00:40,45.93
33618a,201903230266,2019-03-23 17:03:36,11.98
33618a,201903230267,2019-03-23 17:07:38,8.98
33618a,201903230268,2019-03-23 17:08:56,9.99
33618a,201903230269,2019-03-23 17:11:43,9.98
33618a,201903230270,2019-03-23 17:13:51,4.99
33618a,201903230271,2019-03-23 17:14:49,21.98
33618a,201903230272,2019-03-23 17:16:40,53.93
33618a,201903230273,2019-03-23 17:17:03,6.99
33618a,201903230274,2019-03-23 17:18:35,3.99
33618a,201903230275,2019-03-23 17:19:22,2.99
33618a,201903230276,2019-03-23 17:22:57,4.99
33618a,201903230277,2019-03-23 17:24:22,5.25
33618a,201903230278,2019-03-23 17:24:45,19.99
33618a,201903230279,2019-03-23 17:27:44,58.23
33618a,201903230280,2019-03-23 17:30:09,17.17
33618a,201903230281,2019-03-23 17:31:05,11.97
33618a,201903230282,2019-03-23 17:33:56,11.98
33618a,201903230283,2019-03-23 17:34:34,12.18
33618a,201903230284,2019-03-23 17:36:43,5.97
33618a,201903230285,2019-03-23 17:39:16,7.98
33618a,201903230286,2019-03-23 17:41:14,19.99
33618a,201903230287,2019-03-23 17:43:59,9.99
33618a,201903230288,2019-03-23 17:45:05,9.99
33618a,201903230289,2019-03-23 17:46:10,5.0
33618a,201903230290,2019-03-23 17:49:34,3.99
33618a,201903230291,2019-03-23 17:50:27,24.14
33618a,201903230292,2019-03-23 17:50:52,2.99
33618a,201903230293,2019-03-23 17:52:19,7.97
33618a,201903230294,2019-03-23 17:53:00,4.99
33618a,201903230295,2019-03-23 17:55:12,3.99
33618a,201903230296,2019-03-23 17:57:23,3.99
33618a,201903230297,2019-03-23 18:04:06,7.19
33618a,201903230298,2019-03-23 18:04:35,16.98
33618a,201903230299,2019-03-23 18:05:47,7.98
33618a,201903230300,2019-03-23 18:07:04,11.98
33618a,201903230301,2019-03-23 18:09:23,17.99
33618a,201903230302,2019-03-23 18:09:43,9.98
33618a,201903230303,2019-03-23 18:11:10,4.99
33618a,201903230304,2019-03-23 18:13:15,28.17
33618a,201903230305,2019-03-23 18:13:34,14.99
33618a,201903230306,2019-03-23 18:14:39,15.96
33618a,201903230307,2019-03-23 18:15:10,17.97
33618a,201903230308,2019-03-23 18:17:47,31.15
33618a,201903230309,2019-03-23 18:18:18,11.97
33618a,201903230310,2019-03-23 18:19:03,18.18
33618a,201903230311,2019-03-23 18:20:59,3.99
33618a,201903230312,2019-03-23 18:23:28,6.99
33618a,201903230313,2019-03-23 18:25:39,9.98
33618a,201903230314,2019-03-23 18:28:44,17.98
33618a,201903230315,2019-03-23 18:32:51,28.16
33618a,201903230316,2019-03-23 18:33:07,2.0
33618a,201903230317,2019-03-23 18:34:57,53.2
33618a,201903230318,2019-03-23 18:35:27,6.48
33618a,201903230319,2019-03-23 18:38:05,14.99
33618a,201903230320,2019-03-23 18:38:59,1.99
33618a,201903230321,2019-03-23 18:41:57,18.19
33618a,201903230322,2019-03-23 18:42:29,21.96
33618a,201903230323,2019-03-23 18:44:36,8.98
33618a,201903230324,2019-03-23 18:52:14,26.99
33618a,201903230325,2019-03-23 18:54:06,20.25
33618a,201903230326,2019-03-23 19:01:55,7.0
33618a,201903230327,2019-03-23 19:05:04,7.99
33618a,201903230328,2019-03-23 19:06:20,6.98
33618a,201903230329,2019-03-23 19:10:06,4.0
33618a,201903230330,2019-03-23 19:14:45,6.99
33618a,201903230331,2019-03-23 19:15:24,8.99
33618a,201903230332,2019-03-23 19:21:23,76.97
33618a,201903230333,2019-03-23 19:25:34,61.23
33618a,201903230334,2019-03-23 19:40:43,3.99
33618a,201903230335,2019-03-23 19:41:53,6.98
33618a,201903230336,2019-03-23 19:47:12,4.99
33618a,201903230337,2019-03-23 19:50:07,5.98
33618a,201903230338,2019-03-23 19:54:25,2.0
33618a,201903230339,2019-03-23 19:54:46,1.99
33618a,201903230340,2019-03-23 19:56:14,29.95
33618a,201903230341,2019-03-23 20:01:47,2.0
33618a,201903230342,2019-03-23 20:09:06,7.98
33618a,201903230343,2019-03-23 20:09:48,27.97
33618a,201903230344,2019-03-23 20:14:50,5.0
33618a,201903230345,2019-03-23 20:15:03,2.0
33618a,201903230346,2019-03-23 20:17:34,5.99
33618a,201903230347,2019-03-23 20:19:12,11.97
33618a,201903230348,2019-03-23 20:20:54,4.99
33618a,201903230349,2019-03-23 20:25:14,4.99
33618a,201903230350,2019-03-23 20:37:44,8.18
33618a,201903230351,2019-03-23 20:38:21,12.97
33618a,201903230352,2019-03-23 20:38:33,4.99
33618a,201903230353,2019-03-23 20:39:03,3.99
33618a,201903230354,2019-03-23 20:39:49,7.98
33618a,201903230355,2019-03-23 20:40:28,37.97
33618a,201903230356,2019-03-23 20:41:24,5.98
33618a,201903230357,2019-03-23 20:42:41,6.98
33618a,201903230358,2019-03-23 20:48:44,4.99
33618a,201903240001,2019-03-24 10:05:19,10.08
33618a,201903240002,2019-03-24 10:10:04,3.99
33618a,201903240003,2019-03-24 10:13:20,10.98
33618a,201903240004,2019-03-24 10:15:36,23.27
33618a,201903240005,2019-03-24 10:18:28,15.95
33618a,201903240006,2019-03-24 10:23:21,3.99
33618a,201903240007,2019-03-24 10:26:50,48.28
33618a,201903240008,2019-03-24 10:27:19,4.99
33618a,201903240009,2019-03-24 10:30:45,14.99
33618a,201903240010,2019-03-24 10:31:55,12.99
33618a,201903240011,2019-03-24 10:32:32,4.99
33618a,201903240012,2019-03-24 10:34:29,23.94
33618a,201903240013,2019-03-24 10:35:07,15.17
33618a,201903240014,2019-03-24 10:36:07,23.05
33618a,201903240015,2019-03-24 10:36:57,20.28
33618a,201903240016,2019-03-24 10:40:24,27.99
33618a,201903240017,2019-03-24 10:42:29,15.98
33618a,201903240018,2019-03-24 10:44:59,4.19
33618a,201903240019,2019-03-24 10:50:57,10.98
33618a,201903240020,2019-03-24 10:51:36,7.99
33618a,201903240021,2019-03-24 10:52:40,4.99
33618a,201903240022,2019-03-24 10:53:35,-17.99
33618a,201903240023,2019-03-24 10:54:43,20.97
33618a,201903240024,2019-03-24 10:58:20,11.98
33618a,201903240025,2019-03-24 10:58:43,4.99
33618a,201903240026,2019-03-24 11:02:41,30.27
33618a,201903240027,2019-03-24 11:04:06,34.13
33618a,201903240028,2019-03-24 11:06:14,28.25
33618a,201903240029,2019-03-24 11:08:36,22.98
33618a,201903240030,2019-03-24 11:12:38,4.98
33618a,201903240031,2019-03-24 11:19:34,3.98
33618a,201903240032,2019-03-24 11:21:05,2.99
33618a,201903240033,2019-03-24 11:22:26,7.99
33618a,201903240034,2019-03-24 11:24:04,66.95
33618a,201903240035,2019-03-24 11:24:37,11.96
33618a,201903240036,2019-03-24 11:25:03,10.29
33618a,201903240037,2019-03-24 11:25:56,12.18
33618a,201903240038,2019-03-24 11:26:25,9.99
33618a,201903240039,2019-03-24 11:27:07,4.0
33618a,201903240040,2019-03-24 11:28:29,29.99
33618a,201903240041,2019-03-24 11:28:51,6.99
33618a,201903240042,2019-03-24 11:31:28,6.99
33618a,201903240043,2019-03-24 11:32:13,35.15
33618a,201903240044,2019-03-24 11:38:16,34.27
33618a,201903240045,2019-03-24 11:39:31,17.07
33618a,201903240046,2019-03-24 11:40:07,11.98
33618a,201903240047,2019-03-24 11:40:37,25.98
33618a,201903240048,2019-03-24 11:41:55,11.98
33618a,201903240049,2019-03-24 11:42:37,4.99
33618a,201903240050,2019-03-24 11:43:14,25.96
33618a,201903240051,2019-03-24 11:44:29,49.13
33618a,201903240052,2019-03-24 11:49:27,19.96
33618a,201903240053,2019-03-24 11:50:06,7.09
33618a,201903240054,2019-03-24 11:50:25,2.0
33618a,201903240055,2019-03-24 11:51:09,49.96
33618a,201903240056,2019-03-24 11:52:59,3.99
33618a,201903240057,2019-03-24 11:53:48,4.99
33618a,201903240058,2019-03-24 11:54:23,17.99
33618a,201903240059,2019-03-24 11:55:52,7.99
33618a,201903240060,2019-03-24 12:01:29,1.99
33618a,201903240061,2019-03-24 12:02:10,11.98
33618a,201903240062,2019-03-24 12:03:03,9.99
33618a,201903240063,2019-03-24 12:04:09,12.97
33618a,201903240064,2019-03-24 12:04:33,3.99
33618a,201903240065,2019-03-24 12:06:33,10.0
33618a,201903240066,2019-03-24 12:09:59,40.18
33618a,201903240067,2019-03-24 12:10:39,4.99
33618a,201903240068,2019-03-24 12:11:05,5.98
33618a,201903240069,2019-03-24 12:13:13,17.98
33618a,201903240070,2019-03-24 12:13:37,3.99
33618a,201903240071,2019-03-24 12:17:53,5.99
33618a,201903240072,2019-03-24 12:21:17,51.46
33618a,201903240073,2019-03-24 12:23:53,12.99
33618a,201903240074,2019-03-24 12:24:08,9.99
33618a,201903240075,2019-03-24 12:28:05,40.24
33618a,201903240076,2019-03-24 12:29:05,23.16
33618a,201903240077,2019-03-24 12:29:45,13.98
33618a,201903240078,2019-03-24 12:30:51,45.23
33618a,201903240079,2019-03-24 12:33:37,9.99
33618a,201903240080,2019-03-24 12:34:26,19.96
33618a,201903240081,2019-03-24 12:35:20,9.19
33618a,201903240082,2019-03-24 12:36:46,2.0
33618a,201903240083,2019-03-24 12:38:03,9.18
33618a,201903240084,2019-03-24 12:38:26,7.99
33618a,201903240085,2019-03-24 12:39:14,16.97
33618a,201903240086,2019-03-24 12:40:36,15.97
33618a,201903240087,2019-03-24 12:43:51,22.95
33618a,201903240088,2019-03-24 12:44:25,4.99
33618a,201903240089,2019-03-24 12:45:17,5.98
33618a,201903240090,2019-03-24 12:46:25,3.99
33618a,201903240091,2019-03-24 12:47:03,11.08
33618a,201903240092,2019-03-24 12:51:15,7.08
33618a,201903240093,2019-03-24 12:51:54,12.98
33618a,201903240094,2019-03-24 12:54:35,37.96
33618a,201903240095,2019-03-24 12:55:03,5.19
33618a,201903240096,2019-03-24 12:55:25,7.99
33618a,201903240097,2019-03-24 12:56:45,9.97
33618a,201903240098,2019-03-24 12:57:32,7.98
33618a,201903240099,2019-03-24 12:58:19,16.28
33618a,201903240100,2019-03-24 12:59:17,44.92
33618a,201903240101,2019-03-24 12:59:47,18.29
33618a,201903240102,2019-03-24 13:00:56,38.14
33618a,201903240103,2019-03-24 13:02:02,10.98
33618a,201903240104,2019-03-24 13:03:01,9.98
33618a,201903240105,2019-03-24 13:03:24,4.99
33618a,201903240106,2019-03-24 13:04:10,4.99
33618a,201903240107,2019-03-24 13:04:52,28.96
33618a,201903240108,2019-03-24 13:05:19,7.99
33618a,201903240109,2019-03-24 13:06:28,8.99
33618a,201903240110,2019-03-24 13:07:24,7.99
33618a,201903240111,2019-03-24 13:08:02,4.99
33618a,201903240112,2019-03-24 13:08:21,3.99
33618a,201903240113,2019-03-24 13:08:46,7.99
33618a,201903240114,2019-03-24 13:09:01,4.99
33618a,201903240115,2019-03-24 13:10:48,6.99
33618a,201903240116,2019-03-24 13:11:51,7.99
33618a,201903240117,2019-03-24 13:13:14,67.09
33618a,201903240118,2019-03-24 13:14:13,3.99
33618a,201903240119,2019-03-24 13:14:51,12.98
33618a,201903240120,2019-03-24 13:15:16,4.99
33618a,201903240121,2019-03-24 13:17:12,12.97
33618a,201903240122,2019-03-24 13:18:08,18.98
33618a,201903240123,2019-03-24 13:18:35,7.0
33618a,201903240124,2019-03-24 13:19:43,17.97
33618a,201903240125,2019-03-24 13:24:41,55.21
33618a,201903240126,2019-03-24 13:25:09,3.99
33618a,201903240127,2019-03-24 13:25:53,13.18
33618a,201903240128,2019-03-24 13:26:48,10.98
33618a,201903240129,2019-03-24 13:28:18,8.98
33618a,201903240130,2019-03-24 13:30:58,7.99
33618a,201903240131,2019-03-24 13:32:25,25.94
33618a,201903240132,2019-03-24 13:34:03,2.99
33618a,201903240133,2019-03-24 13:34:55,9.99
33618a,201903240134,2019-03-24 13:36:39,4.99
33618a,201903240135,2019-03-24 13:37:10,20.97
33618a,201903240136,2019-03-24 13:37:31,4.99
33618a,201903240137,2019-03-24 13:38:21,5.99
33618a,201903240138,2019-03-24 13:39:34,39.97
33618a,201903240139,2019-03-24 13:39:59,14.99
33618a,201903240140,2019-03-24 13:41:17,3.99
33618a,201903240141,2019-03-24 13:42:07,28.28
33618a,201903240142,2019-03-24 13:42:58,9.98
33618a,201903240143,2019-03-24 13:44:27,4.99
33618a,201903240144,2019-03-24 13:44:51,-14.99
33618a,201903240145,2019-03-24 13:45:16,1.0
33618a,201903240146,2019-03-24 13:45:48,4.99
33618a,201903240147,2019-03-24 13:46:40,17.99
33618a,201903240148,2019-03-24 13:47:21,-13.18
33618a,201903240149,2019-03-24 13:47:42,13.18
33618a,201903240150,2019-03-24 13:49:29,5.44
33618a,201903240151,2019-03-24 13:50:30,6.99
33618a,201903240152,2019-03-24 13:51:04,15.18
33618a,201903240153,2019-03-24 13:51:31,10.98
33618a,201903240154,2019-03-24 13:55:01,6.18
33618a,201903240155,2019-03-24 13:56:17,56.88
33618a,201903240156,2019-03-24 13:56:42,11.98
33618a,201903240157,2019-03-24 14:02:24,6.99
33618a,201903240158,2019-03-24 14:08:23,96.49
33618a,201903240159,2019-03-24 14:09:08,15.98
33618a,201903240160,2019-03-24 14:10:18,23.94
33618a,201903240161,2019-03-24 14:11:01,1.5
33618a,201903240162,2019-03-24 14:12:35,40.42
33618a,201903240163,2019-03-24 14:13:08,8.97
33618a,201903240164,2019-03-24 14:14:03,11.18
33618a,201903240165,2019-03-24 14:14:53,15.97
33618a,201903240166,2019-03-24 14:17:18,21.96
33618a,201903240167,2019-03-24 14:18:40,12.99
33618a,201903240168,2019-03-24 14:19:52,17.98
33618a,201903240169,2019-03-24 14:20:29,44.99
33618a,201903240170,2019-03-24 14:21:03,23.18
33618a,201903240171,2019-03-24 14:21:51,9.98
33618a,201903240172,2019-03-24 14:23:02,18.15
33618a,201903240173,2019-03-24 14:25:17,62.93
33618a,201903240174,2019-03-24 14:26:42,13.96
33618a,201903240175,2019-03-24 14:27:05,7.98
33618a,201903240176,2019-03-24 14:27:20,2.0
33618a,201903240177,2019-03-24 14:27:54,32.96
33618a,201903240178,2019-03-24 14:28:50,42.93
33618a,201903240179,2019-03-24 14:29:38,4.99
33618a,201903240180,2019-03-24 14:30:03,19.98
33618a,201903240181,2019-03-24 14:31:55,63.18
33618a,201903240182,2019-03-24 14:32:17,12.97
33618a,201903240183,2019-03-24 14:32:56,3.99
33618a,201903240184,2019-03-24 14:33:30,23.97
33618a,201903240185,2019-03-24 14:33:59,13.98
33618a,201903240186,2019-03-24 14:34:13,2.99
33618a,201903240187,2019-03-24 14:34:47,9.98
33618a,201903240188,2019-03-24 14:35:05,14.99
33618a,201903240189,2019-03-24 14:36:36,7.5
33618a,201903240190,2019-03-24 14:37:20,28.96
33618a,201903240191,2019-03-24 14:37:46,14.99
33618a,201903240192,2019-03-24 14:38:09,25.97
33618a,201903240193,2019-03-24 14:39:58,18.97
33618a,201903240194,2019-03-24 14:42:03,10.98
33618a,201903240195,2019-03-24 14:45:19,4.5
33618a,201903240196,2019-03-24 14:45:35,4.99
33618a,201903240197,2019-03-24 14:46:21,83.23
33618a,201903240198,2019-03-24 14:48:53,25.17
33618a,201903240199,2019-03-24 14:50:47,9.99
33618a,201903240200,2019-03-24 14:55:15,70.09
33618a,201903240201,2019-03-24 14:56:01,26.17
33618a,201903240202,2019-03-24 14:56:19,4.99
33618a,201903240203,2019-03-24 15:00:58,2.99
33618a,201903240204,2019-03-24 15:01:31,11.97
33618a,201903240205,2019-03-24 15:02:31,75.98
33618a,201903240206,2019-03-24 15:03:17,17.96
33618a,201903240207,2019-03-24 15:03:45,4.98
33618a,201903240208,2019-03-24 15:04:49,6.99
33618a,201903240209,2019-03-24 15:07:30,7.99
33618a,201903240210,2019-03-24 15:09:06,24.46
33618a,201903240211,2019-03-24 15:12:04,5.0
33618a,201903240212,2019-03-24 15:14:57,9.99
33618a,201903240213,2019-03-24 15:15:40,6.49
33618a,201903240214,2019-03-24 15:18:33,29.98
33618a,201903240215,2019-03-24 15:19:31,29.95
33618a,201903240216,2019-03-24 15:19:54,2.49
33618a,201903240217,2019-03-24 15:20:06,1.5
33618a,201903240218,2019-03-24 15:21:44,3.99
33618a,201903240219,2019-03-24 15:22:14,5.98
33618a,201903240220,2019-03-24 15:22:37,25.98
33618a,201903240221,2019-03-24 15:26:53,31.97
33618a,201903240222,2019-03-24 15:27:15,3.98
33618a,201903240223,2019-03-24 15:27:54,12.97
33618a,201903240224,2019-03-24 15:29:28,16.98
33618a,201903240225,2019-03-24 15:30:31,6.98
33618a,201903240226,2019-03-24 15:34:42,3.99
33618a,201903240227,2019-03-24 15:36:27,4.99
33618a,201903240228,2019-03-24 15:38:33,14.97
33618a,201903240229,2019-03-24 15:38:50,3.99
33618a,201903240230,2019-03-24 15:38:59,0.99
33618a,201903240231,2019-03-24 15:39:38,12.98
33618a,201903240232,2019-03-24 15:40:10,2.0
33618a,201903240233,2019-03-24 15:40:45,17.97
33618a,201903240234,2019-03-24 15:41:57,23.97
33618a,201903240235,2019-03-24 15:42:39,14.99
33618a,201903240236,2019-03-24 15:44:16,15.97
33618a,201903240237,2019-03-24 15:46:17,37.95
33618a,201903240238,2019-03-24 15:47:04,13.98
33618a,201903240239,2019-03-24 15:47:42,9.98
33618a,201903240240,2019-03-24 15:48:13,5.98
33618a,201903240241,2019-03-24 15:48:55,12.98
33618a,201903240242,2019-03-24 15:49:41,27.97
33618a,201903240243,2019-03-24 15:52:59,2.99
33618a,201903240244,2019-03-24 15:54:18,12.99
33618a,201903240245,2019-03-24 15:54:55,9.99
33618a,201903240246,2019-03-24 15:57:37,9.99
33618a,201903240247,2019-03-24 15:58:14,17.99
33618a,201903240248,2019-03-24 16:00:33,55.92
33618a,201903240249,2019-03-24 16:01:08,12.99
33618a,201903240250,2019-03-24 16:01:37,14.98
33618a,201903240251,2019-03-24 16:02:43,35.95
33618a,201903240252,2019-03-24 16:07:06,9.99
33618a,201903240253,2019-03-24 16:07:30,10.98
33618a,201903240254,2019-03-24 16:08:52,63.05
33618a,201903240255,2019-03-24 16:09:37,11.98
33618a,201903240256,2019-03-24 16:11:02,6.75
33618a,201903240257,2019-03-24 16:11:58,22.95
33618a,201903240258,2019-03-24 16:12:35,19.99
33618a,201903240259,2019-03-24 16:15:56,4.99
33618a,201903240260,2019-03-24 16:16:22,24.99
33618a,201903240261,2019-03-24 16:18:41,27.11
33618a,201903240262,2019-03-24 16:19:04,3.99
33618a,201903240263,2019-03-24 16:19:51,8.99
33618a,201903240264,2019-03-24 16:22:50,2.99
33618a,201903240265,2019-03-24 16:24:43,28.94
33618a,201903240266,2019-03-24 16:25:25,19.98
33618a,201903240267,2019-03-24 16:26:11,12.97
33618a,201903240268,2019-03-24 16:27:01,36.97
33618a,201903240269,2019-03-24 16:27:52,10.97
33618a,201903240270,2019-03-24 16:29:41,12.99
33618a,201903240271,2019-03-24 16:31:34,27.97
33618a,201903240272,2019-03-24 16:31:57,11.98
33618a,201903240273,2019-03-24 16:34:56,9.99
33618a,201903240274,2019-03-24 16:35:09,3.98
33618a,201903240275,2019-03-24 16:36:00,25.19
33618a,201903240276,2019-03-24 16:37:47,44.4
33618a,201903240277,2019-03-24 16:39:05,32.96
33618a,201903240278,2019-03-24 16:39:52,15.97
33618a,201903240279,2019-03-24 16:42:19,182.52
33618a,201903240280,2019-03-24 16:43:37,4.99
33618a,201903240281,2019-03-24 16:44:16,5.97
33618a,201903240282,2019-03-24 16:44:55,9.98
33618a,201903240283,2019-03-24 16:46:25,45.1
33618a,201903240284,2019-03-24 16:47:01,10.98
33618a,201903240285,2019-03-24 16:48:44,3.99
33618a,201903240286,2019-03-24 16:49:16,4.99
33618a,201903240287,2019-03-24 16:49:48,3.99
33618a,201903240288,2019-03-24 16:51:12,4.99
33618a,201903240289,2019-03-24 16:51:55,14.97
33618a,201903240290,2019-03-24 16:52:30,9.98
33618a,201903240291,2019-03-24 16:52:57,4.99
33618a,201903240292,2019-03-24 16:55:02,21.98
33618a,201903240293,2019-03-24 16:55:33,9.99
33618a,201903240294,2019-03-24 16:59:20,28.97
33618a,201903240295,2019-03-24 16:59:49,3.99
33618a,201903240296,2019-03-24 17:00:46,4.99
33618a,201903240297,2019-03-24 17:06:20,3.99
33618a,201903240298,2019-03-24 17:07:17,7.98
33618a,201903240299,2019-03-24 17:07:43,8.98
33618a,201903240300,2019-03-24 17:08:21,6.99
33618a,201903240301,2019-03-24 17:08:52,3.99
33618a,201903240302,2019-03-24 17:13:38,8.99
33618a,201903240303,2019-03-24 17:14:02,4.99
33618a,201903240304,2019-03-24 17:14:24,10.98
33618a,201903240305,2019-03-24 17:15:30,3.99
33618a,201903240306,2019-03-24 17:16:22,35.19
33618a,201903240307,2019-03-24 17:17:38,3.99
33618a,201903240308,2019-03-24 17:18:14,9.98
33618a,201903240309,2019-03-24 17:19:20,17.99
33618a,201903240310,2019-03-24 17:26:40,7.49
33618a,201903240311,2019-03-24 17:27:27,-13.98
33618a,201903240312,2019-03-24 17:29:38,8.99
33618a,201903240313,2019-03-24 17:30:33,21.98
33618a,201903240314,2019-03-24 17:30:54,7.99
33618a,201903240315,2019-03-24 17:32:05,5.99
33618a,201903240316,2019-03-24 17:37:04,9.98
33618a,201903240317,2019-03-24 17:39:22,16.96
33618a,201903240318,2019-03-24 17:39:42,7.99
33618a,201903240319,2019-03-24 17:44:07,30.95
33618a,201903240320,2019-03-24 17:46:30,21.96
33618a,201903240321,2019-03-24 17:47:26,9.99
33618a,201903240322,2019-03-24 17:48:15,3.99
33618a,201903240323,2019-03-24 17:48:56,10.98
33618a,201903240324,2019-03-24 17:49:27,24.99
33618a,201903240325,2019-03-24 17:52:52,4.99
33618a,201903240326,2019-03-24 17:53:34,5.99
33618a,201903240327,2019-03-24 17:54:02,9.99
33618a,201903240328,2019-03-24 17:55:20,3.99
33618a,201903240329,2019-03-24 17:56:41,59.99
33618a,201903240330,2019-03-24 17:57:21,17.99
33618a,201903240331,2019-03-24 17:57:53,1.99
33618a,201903240332,2019-03-24 18:00:13,3.99
33618a,201903240333,2019-03-24 18:02:59,8.99
33618a,201903240334,2019-03-24 18:03:24,2.0
33618a,201903240335,2019-03-24 18:09:04,9.99
33618a,201903240336,2019-03-24 18:09:44,24.98
33618a,201903240337,2019-03-24 18:10:14,6.24
33618a,201903240338,2019-03-24 18:10:39,9.98
33618a,201903240339,2019-03-24 18:11:21,19.97
33618a,201903240340,2019-03-24 18:13:48,6.98
33618a,201903240341,2019-03-24 18:16:49,46.94
33618a,201903240342,2019-03-24 18:17:26,10.98
33618a,201903240343,2019-03-24 18:25:03,7.99
33618a,201903240344,2019-03-24 18:28:18,9.99
33618a,201903240345,2019-03-24 18:33:12,15.17
33618a,201903240346,2019-03-24 18:35:36,3.99
33618a,201903240347,2019-03-24 18:40:50,38.91
33618a,201903240348,2019-03-24 18:43:52,15.98
33618a,201903240349,2019-03-24 18:45:40,4.99
33618a,201903240350,2019-03-24 18:49:12,16.96
33618a,201903240351,2019-03-24 18:50:35,32.97
33618a,201903240352,2019-03-24 18:51:02,27.99
33618a,201903240353,2019-03-24 18:51:31,4.99
33618a,201903240354,2019-03-24 18:59:58,19.96
33618a,201903250001,2019-03-25 09:29:50,3.99
33618a,201903250002,2019-03-25 09:42:07,26.25
33618a,201903250003,2019-03-25 09:44:09,9.98
33618a,201903250004,2019-03-25 09:55:37,4.99
33618a,201903250005,2019-03-25 09:58:26,21.95
33618a,201903250006,2019-03-25 10:00:44,4.99
33618a,201903250007,2019-03-25 10:07:34,18.96
33618a,201903250008,2019-03-25 10:30:51,4.99
33618a,201903250009,2019-03-25 10:34:22,2.99
33618a,201903250010,2019-03-25 10:41:26,9.99
33618a,201903250011,2019-03-25 10:51:12,10.98
33618a,201903250012,2019-03-25 10:53:40,7.96
33618a,201903250013,2019-03-25 11:08:22,12.99
33618a,201903250014,2019-03-25 11:09:22,29.99
33618a,201903250015,2019-03-25 11:09:51,6.99
33618a,201903250016,2019-03-25 11:11:07,17.07
33618a,201903250017,2019-03-25 11:12:13,3.0
33618a,201903250018,2019-03-25 11:14:25,-2.99
33618a,201903250019,2019-03-25 11:14:59,3.0
33618a,201903250020,2019-03-25 11:18:41,15.27
33618a,201903250021,2019-03-25 11:21:21,25.29
33618a,201903250022,2019-03-25 11:23:53,14.99
